788003.3	 788452.4	 -50.0  	 -50.0  	 0.0    	 1.0    
788012.6	 788392.2	 -50.0  	 -50.0  	 1.0    	 3.0    
788014.9	 788131.6	 -50.0  	 -50.0  	 2.0    	 1.0    
788026.0	 788142.7	 -50.0  	 -50.0  	 2.0    	 3.0    
788315.3	 788413.0	 -50.0  	 -50.0  	 2.0    	 1.0    
795882.9	 796063.5	 -50.0  	 -50.0  	 0.0    	 1.0    
796864.4	 796980.2	 -50.0  	 -50.0  	 1.0    	 3.0    
796892.2	 797197.8	 -50.0  	 -50.0  	 0.0    	 1.0    
810290.4	 810447.8	 -50.0  	 -50.0  	 1.0    	 3.0    
810308.9	 810470.9	 -50.0  	 -50.0  	 0.0    	 1.0    
811808.9	 812146.8	 -50.0  	 -50.0  	 0.0    	 1.0    
812595.9	 812757.9	 -50.0  	 -50.0  	 1.0    	 3.0    
812609.8	 812767.2	 -50.0  	 -50.0  	 0.0    	 1.0    
812906.1	 813128.3	 -50.0  	 -50.0  	 1.0    	 3.0    
812915.4	 813054.2	 -50.0  	 -50.0  	 0.0    	 1.0    
813345.9	 813697.8	 -50.0  	 -50.0  	 0.0    	 1.0    
813373.7	 813595.9	 -50.0  	 -50.0  	 1.0    	 3.0    
820520.4	 820742.7	 -50.0  	 -50.0  	 2.0    	 1.0    
820528.5	 820742.9	 -50.0  	 -50.0  	 1.0    	 1.0    
822415.9	 822518.0	 -50.0  	 -50.0  	 0.0    	 1.0    
822420.4	 822509.1	 -50.0  	 -50.0  	 1.0    	 3.0    
823142.2	 823350.5	 -50.0  	 -50.0  	 1.0    	 3.0    
823174.6	 823257.9	 -50.0  	 -50.0  	 0.0    	 1.0    
824009.3	 824287.1	 -50.0  	 -50.0  	 2.0    	 3.0    
824017.2	 824563.5	 -50.0  	 -50.0  	 1.0    	 3.0    
824148.3	 824525.0	 -50.0  	 -50.0  	 1.0    	 1.0    
824181.6	 824503.8	 -50.0  	 -50.0  	 2.0    	 1.0    
825487.5	 826125.7	 -50.0  	 -50.0  	 1.0    	 1.0    
825503.3	 826160.7	 -50.0  	 -50.0  	 2.0    	 1.0    
825549.6	 826244.1	 -50.0  	 -50.0  	 1.0    	 3.0    
825581.6	 825726.0	 -50.0  	 -50.0  	 2.0    	 1.0    
825937.1	 826181.6	 -50.0  	 -50.0  	 2.0    	 3.0    
826725.5	 827406.1	 -50.0  	 -50.0  	 1.0    	 3.0    
826952.4	 827461.6	 -50.0  	 -50.0  	 2.0    	 1.0    
826962.6	 827313.1	 -50.0  	 -50.0  	 1.0    	 1.0    
826998.2	 827314.9	 -50.0  	 -50.0  	 2.0    	 1.0    
827003.8	 827326.0	 -50.0  	 -50.0  	 2.0    	 3.0    
828187.1	 828376.0	 -50.0  	 -50.0  	 1.0    	 1.0    
830051.0	 830250.0	 -60.0  	 -60.0  	 0.0    	 3.0    
831459.3	 831753.8	 -50.0  	 -50.0  	 1.0    	 3.0    
831492.7	 831726.0	 -50.0  	 -50.0  	 1.0    	 1.0    
832314.0	 832586.0	 -50.0  	 -50.0  	 1.0    	 1.0    
832326.0	 832587.1	 -50.0  	 -50.0  	 2.0    	 1.0    
832370.4	 832559.3	 -50.0  	 -50.0  	 1.0    	 3.0    
834372.4	 834539.8	 -50.0  	 -50.0  	 1.0    	 1.0    
834771.8	 835017.2	 -50.0  	 -50.0  	 1.0    	 3.0    
834832.0	 834984.8	 -50.0  	 -50.0  	 2.0    	 1.0    
834843.2	 834979.2	 -50.0  	 -50.0  	 1.0    	 1.0    
835345.4	 835638.3	 -50.0  	 -50.0  	 1.0    	 1.0    
