503.8  	 848.2  	 -50.0  	 -50.0  	 1.0    	 1.0    
531.6  	 853.8  	 -50.0  	 -50.0  	 1.0    	 3.0    
2037.1 	 2248.2 	 -50.0  	 -50.0  	 1.0    	 1.0    
2142.7 	 2431.6 	 -50.0  	 -50.0  	 1.0    	 3.0    
3292.7 	 3653.8 	 -50.0  	 -50.0  	 1.0    	 3.0    
3341.3 	 3660.7 	 -50.0  	 -50.0  	 1.0    	 1.0    
3531.6 	 3676.0 	 -50.0  	 -50.0  	 2.0    	 1.0    
6181.6 	 6409.3 	 -50.0  	 -50.0  	 1.0    	 3.0    
6281.6 	 6403.8 	 -50.0  	 -50.0  	 1.0    	 1.0    
6976.0 	 7359.3 	 -50.0  	 -50.0  	 1.0    	 1.0    
7087.1 	 7270.4 	 -50.0  	 -50.0  	 1.0    	 3.0    
7827.4 	 7994.1 	 -50.0  	 -50.0  	 1.0    	 1.0    
8553.8 	 8737.1 	 -50.0  	 -50.0  	 1.0    	 3.0    
8568.1 	 8744.1 	 -50.0  	 -50.0  	 1.0    	 1.0    
8639.0 	 8869.0 	 -50.0  	 -50.0  	 2.0    	 1.0    
11368.0	 11475.0	 -50.0  	 -50.0  	 0.0    	 1.0    
11381.1	 11480.5	 -50.0  	 -50.0  	 1.0    	 1.0    
11922.5	 12194.5	 -50.0  	 -50.0  	 1.0    	 1.0    
11926.0	 12087.0	 -50.0  	 -50.0  	 0.0    	 1.0    
15308.9	 15572.8	 -50.0  	 -50.0  	 1.0    	 1.0    
15331.0	 15583.0	 -50.0  	 -50.0  	 2.0    	 1.0    
15332.0	 15512.6	 -50.0  	 -50.0  	 1.0    	 3.0    
15335.0	 15470.0	 -50.0  	 -50.0  	 2.0    	 3.0    
17058.0	 17208.0	 -50.0  	 -50.0  	 0.0    	 1.0    
17802.2	 17901.6	 -50.0  	 -50.0  	 1.0    	 1.0    
17806.0	 17980.0	 -50.0  	 -50.0  	 0.0    	 1.0    
18125.0	 18242.0	 -50.0  	 -50.0  	 0.0    	 3.0    
19387.1	 19509.3	 -50.0  	 -50.0  	 1.0    	 1.0    
19398.2	 19514.9	 -50.0  	 -50.0  	 1.0    	 3.0    
20344.5	 20731.6	 -50.0  	 -50.0  	 1.0    	 1.0    
20437.1	 20692.7	 -50.0  	 -50.0  	 1.0    	 3.0    
20448.2	 20692.7	 -50.0  	 -50.0  	 2.0    	 1.0    
22948.2	 23053.8	 -50.0  	 -50.0  	 1.0    	 3.0    
22964.0	 23094.0	 -50.0  	 -50.0  	 1.0    	 1.0    
23917.3	 24241.6	 -50.0  	 -50.0  	 1.0    	 1.0    
23933.0	 24225.9	 -50.0  	 -50.0  	 2.0    	 1.0    
23953.8	 24114.9	 -50.0  	 -50.0  	 1.0    	 3.0    
24026.0	 24220.4	 -50.0  	 -50.0  	 2.0    	 1.0    
25737.1	 26242.7	 -50.0  	 -50.0  	 1.0    	 3.0    
25769.1	 26229.4	 -50.0  	 -50.0  	 1.0    	 1.0    
25876.0	 26153.8	 -50.0  	 -50.0  	 2.0    	 1.0    
26345.9	 26582.0	 -50.0  	 -50.0  	 1.0    	 3.0    
26396.8	 26568.1	 -50.0  	 -50.0  	 2.0    	 1.0    
26415.1	 27027.2	 -50.0  	 -50.0  	 1.0    	 1.0    
26637.1	 26992.7	 -50.0  	 -50.0  	 1.0    	 3.0    
26664.9	 26992.7	 -50.0  	 -50.0  	 2.0    	 1.0    
27610.0	 27771.0	 -50.0  	 -50.0  	 1.0    	 1.0    
27903.8	 28109.3	 -50.0  	 -50.0  	 1.0    	 1.0    
27926.0	 28109.3	 -50.0  	 -50.0  	 1.0    	 3.0    
29012.0	 29171.0	 -50.0  	 -50.0  	 2.0    	 1.0    
29042.7	 29203.8	 -50.0  	 -50.0  	 1.0    	 3.0    
29062.0	 29187.6	 -50.0  	 -50.0  	 1.0    	 1.0    
29337.1	 29431.6	 -50.0  	 -50.0  	 1.0    	 1.0    
30174.6	 30373.7	 -50.0  	 -50.0  	 1.0    	 3.0    
30984.8	 31382.9	 -50.0  	 -50.0  	 1.0    	 3.0    
31042.7	 31381.6	 -50.0  	 -50.0  	 2.0    	 3.0    
31070.4	 31442.7	 -50.0  	 -50.0  	 1.0    	 1.0    
32148.2	 32476.0	 -50.0  	 -50.0  	 1.0    	 3.0    
32153.8	 32498.2	 -50.0  	 -50.0  	 1.0    	 1.0    
33453.8	 33642.7	 -50.0  	 -50.0  	 1.0    	 3.0    
33464.9	 33642.7	 -50.0  	 -50.0  	 1.0    	 1.0    
33970.4	 34087.1	 -50.0  	 -50.0  	 1.0    	 3.0    
33976.0	 34131.6	 -50.0  	 -50.0  	 1.0    	 1.0    
34837.1	 34976.0	 -50.0  	 -50.0  	 1.0    	 3.0    
36064.9	 36176.0	 -50.0  	 -50.0  	 1.0    	 3.0    
36076.0	 36176.0	 -50.0  	 -50.0  	 1.0    	 1.0    
36492.7	 36787.1	 -50.0  	 -50.0  	 1.0    	 1.0    
36498.2	 36809.3	 -50.0  	 -50.0  	 1.0    	 3.0    
38012.6	 38188.5	 -50.0  	 -50.0  	 1.0    	 3.0    
38081.6	 38331.6	 -50.0  	 -50.0  	 1.0    	 1.0    
39067.0	 39213.0	 -50.0  	 -50.0  	 1.0    	 1.0    
40758.6	 40873.7	 -50.0  	 -50.0  	 1.0    	 1.0    
41859.3	 42009.3	 -50.0  	 -50.0  	 1.0    	 3.0    
41870.4	 42037.1	 -50.0  	 -50.0  	 1.0    	 1.0    
42432.0	 42669.0	 -50.0  	 -50.0  	 1.0    	 1.0    
43359.3	 43714.9	 -50.0  	 -50.0  	 1.0    	 3.0    
43426.0	 43764.9	 -50.0  	 -50.0  	 1.0    	 1.0    
44287.1	 44509.3	 -50.0  	 -50.0  	 1.0    	 1.0    
44398.2	 44520.4	 -50.0  	 -50.0  	 1.0    	 3.0    
45681.6	 46176.0	 -50.0  	 -50.0  	 1.0    	 1.0    
45698.2	 46170.4	 -50.0  	 -50.0  	 1.0    	 3.0    
47414.9	 47664.9	 -50.0  	 -50.0  	 1.0    	 3.0    
47426.0	 47631.6	 -50.0  	 -50.0  	 1.0    	 1.0    
48198.2	 48431.6	 -50.0  	 -50.0  	 1.0    	 3.0    
48202.4	 48382.9	 -50.0  	 -50.0  	 1.0    	 1.0    
49109.3	 49209.3	 -50.0  	 -50.0  	 2.0    	 1.0    
49115.2	 49282.6	 -50.0  	 -50.0  	 1.0    	 1.0    
49142.2	 49234.8	 -50.0  	 -50.0  	 1.0    	 3.0    
49478.0	 49706.0	 -50.0  	 -50.0  	 0.0    	 3.0    
50809.3	 51076.0	 -50.0  	 -50.0  	 1.0    	 3.0    
50891.1	 51184.1	 -50.0  	 -50.0  	 1.0    	 1.0    
50992.7	 51214.9	 -50.0  	 -50.0  	 2.0    	 1.0    
51900.7	 52251.2	 -50.0  	 -50.0  	 1.0    	 1.0    
51909.3	 52098.2	 -50.0  	 -50.0  	 1.0    	 3.0    
51909.3	 52220.4	 -50.0  	 -50.0  	 2.0    	 1.0    
52586.6	 52720.9	 -50.0  	 -50.0  	 2.0    	 1.0    
52612.2	 52701.1	 -50.0  	 -50.0  	 1.0    	 1.0    
52614.9	 52703.8	 -50.0  	 -50.0  	 1.0    	 3.0    
53608.7	 54110.9	 -50.0  	 -50.0  	 1.0    	 1.0    
